uid,body_csv,title_csv,url_csv,newspapper_uid,host,n_token_title_csv,n_token_body_csv
bf10d85fd197da65efa2281051a8522f,"  Ari Telch fue víctima de la risa incontinente y emoción de Consuelo Duval, pues hace años, durante una obra de teatro, la actriz orinó sobre el actor.  Los intérpretes estuvieron en el programa Montse&Joe hablando sobre sus inicios en la televisión, aunque llegó el momento en que Telch recordó cuando estuvieron en la obra Cuatro Equis.   ""Consuelo cuando se ríe es incontinente (...) Teníamos una coreografía donde hacíamos el amor. Y yo le hacía ciertas bromas afuera, pero bueno, quién sabe qué chiste le conté afuera, y se lo conté cuando la musiquita y nada más sentí así, shh... Entonces la vi que se estiró por una sábana para secarme"", contó el actor.                                            Ver esta publicación en Instagram                                                                   ¡Fue víctima de la lluvia amarilla! @telchari cuenta “refrescante” anécdota que vivió con @consueloduval en la obra #CuatroEquis, más hoy a las 11 pm por @canalunicable #MontseYJoe #TodosSomosUnicable    Una publicación compartida de  Montse & Joe (@montseyjoetv) el 16 Mar, 2019 a las 11:43 PDT        La actriz y las conductoras se sorprendieron ante la revelación, pero Duval intercedió inmediatamente: ""Le dije te lo advertí, le dije no me hagas esto"".  Ari evocó riéndose que Duval estaba apenadísima porque lo había llenado de ""lluvia dorada"".   nrv  ",Consuelo Duval se orinó sobre Ari Telch,http://www.eluniversal.com.mx/espectaculos/consuelo-duval-se-orino-sobre-ari-telch,web-scraper-async\eluniversal,www.eluniversal.com.mx,5,105
7fc3c76fb4d919691d3c3a20de84e68f,"Silvia Pinal Hidalgo tiene 87 años de edad, nació en Guaymas, Sonora el 12 de septiembre de 1931.  La actriz es una de las divas del cine mexicano gracias a participaciones en cintas como Un rincón cerca del cielo, Un extraño en la escalera, entre otras.  Silvia Pinal Frente a ti es la serie producida por Carla Estrada que la mantiene vigente y en boca de todos.  En marzo de 2019 la actriz fue internada en un hospital por problemas respiratorios.  Pinal logró el reconocimiento internacional por la película Viridiana de Luis Buñuel, con quien trabajó también en El ángel exterminador y Simón del desierto.  Silvia Pinal es un icono también del teatro musical y de la televisión con Mujer, casos de la vida real y recientemente con las tres temporadas de Mi marido tiene más familia.   TE PUEDE INTERESAR  Enrique Rodríguez Alday ""El Güero"" de Silvia Pinal  Silvia Pinal Frente a ti, quién es quién  ",Cuántos años tiene Silvia Pinal,http://www.unionpuebla.mx/articulo/2019/03/14/espectaculos/cuantos-anos-tiene-silvia-pinal,web-scraper-async\eluniversal,www.unionpuebla.mx,4,78
f17850d7c4ab25a3a5b490412cfdd373,"  Levitaciones, sacrificios demoníacos y resurrecciones... el tráiler de la segunda parte de Las escalofriantes aventuras de Sabrina dejará sin respiro a los fans, que verán a la joven aprendiz de bruja explorar su lado más oscuro, desatando un inmenso poder, cuyas consecuencias pondrán los pelos de punta a los seguidores de la ficción. Los nuevos capítulos se estrenarán el 5 de abril en Netflix.  El avance viene con un lema muy directo: ""La maldad sienta tan bien"". Ya desde el inicio, las imágenes dejan bien claras sus intenciones, con Sabrina (Kiernan Shipka) derramando gasolina por el pasillo del instituto para, después, encender una cerilla. En esta nueva tanda de episodios, la joven bruja tendrá que aprender más sobre su legado, mientras intenta mantener un equilibrio con el mundo mortal.      Por otro lado, Sabrina seguirá en un impío triángulo amoroso, debatiéndose entre el amor del sensual hechicero Nicholas Scratch (Gavin Leatherwood) o el encantador mortal Harvey Kinkle (Ross Lynch). Un lío romántico que surgirá mientras el Señor Oscuro, Madame Satán (Michelle Gómez) y el padre Blackwood (Richard Coyñe) siguen buscando el caos en Greendale y en la casa de la familia Spellman.  La segunda parte de Las escalofriantes aventuras de Sabrina continuará ofreciendo historias asombrosas, con las que Roberto Aguirre-Sacasa reinterpreta el origen de la icónica bruja, que se hizo popular con la serie Sabrina: Cosas de bruja, que protagonizó Melissa Joan Hart entre 1996 y 2003. La nueva tanda de episodios llegará a Netflix este 5 de abril.  nrv  ",Sacrificios y resurrecciones en tráiler de nueva temporada de Sabrina,http://www.eluniversal.com.mx/espectaculos/television/sacrificios-y-resurrecciones-en-trailer-de-nueva-temporada-de-sabrina,web-scraper-async\eluniversal,www.eluniversal.com.mx,6,144
f87d74e2cb5846139768a0c37833a3f0,"    Una ballena murió de hambre con 40 kilogramos de desechos de plástico en el estómago luego de terminar varada en Filipinas, anunciaron el lunes las autoridades.  Los defensores del medio ambiente acusan a Filipinas de ser uno de los países más contaminantes del mar debido al uso generalizado de productos descartables de plástico.  Este tipo de contaminación, que también persiste en otros países de Asia del Sureste, es responsable regularmente de la muerte de ballenas, tortugas y otras especies silvestres.  El último caso es el de un ballenato de Cuvier que murió el sábado en la provincia meridional de Valle de Compostela adonde el cetáceo se varó la víspera, según la oficina regional de pesca y recursos acuíferos.  La oficina de pesca, así como un museo, el D'Bone Collector Museum, practicaron una autopsia en el animal y hallaron en su estómago unos 40 kg de plástico, desde bolsas de compras hasta embalajes de arroz.  La ballena murió de hambre por no poder alimentarse. Su estómago estaba lleno, declaró Darrell Blatchley, director del museo.  ""Es repugnante, rompe el corazón"", declaró a AFP. ""Practicamos autopsias en 61 delfines y ballenas los últimos 10 años y es una de las masas más importantes (de plástico) que hayamos encontrado"", dijo.        Artículo      Ballena se traga a un buzo en Sudáfrica; luego lo escupe    Mundo      El activista Rainer Schimpf contó que el cetáceo lo mantuvo en su boca por unos segundos; “el rorcual se dio cuenta de su error y abrió la boca para escupirme"", agregó                   El cetáceo, de 4.7 metros, terminó varado el viernes en la localidad de Mabini. Las autoridades locales ayudadas por pescadores intentaron llevarlo al mar, pero la ballena regresó a la orilla.  ""Era incapaz de nadar sola. Estaba débil"", declaró a AFP Fatma Idris, directora de la oficina regional de pesca. ""El animal estaba deshidratado. El segundo día luchaba y vomitaba sangre"".  Hace unas semanas, el grupo de asociaciones y ONG Global Alliance for Incinerator Alternative publicó un informe sobre las cantidades ""consternantes"" de objetos en plástico de uso único en Filipinas, entre ellos unas 60 millones de bolsas por año.  La legislación sobre los desechos es estricta en Filipinas, pero los ecologistas dicen que no se aplica.  A fines de 2018, un cachalote fue hallado muerto en Indonesia con casi seis kg de desechos de plástico en el estómago, entre ellos 115 vasos.  El mismo año, una ballena murió en Tailandia luego de tragar más de 80 bolsas de plástico. Unos días después, una tortuga verde murió por lo mismo.  lsm     ",Hallan ballena muerta con 40 kilos de plástico en el estómago en Filipinas,http://www.eluniversal.com.mx/mundo/hallan-ballena-muerta-con-40-kilos-de-plastico-en-el-estomago-en-filipinas,web-scraper-async\eluniversal,www.eluniversal.com.mx,7,226
8e9ce17a05580cc3b8de663ddc2e146d,"  Chaparro, güero y saltarín. Le llamaron 'Piojo'. Miguel Eduardo Herrera Aguirre cumple 51 años de edad en un momento en que su carrera está en un punto óptimo.  Campeón del futbol mexicano por segunda vez, ambas con América, ya mundialista; técnico innovador, líder e iracundo, así es el 'Piojo' de la gente.  Como futbolista se le conoció por enjundioso, siendo un delantero sin gol y un defensor sin mucho oficio. Su garra lo mantuvo a flote, esa garra que lo dejó fuera del Mundial de Estados Unidos 1994 y lo hizo campeón con Atlante.           Artículo      Miguel Herrera quiere un América perfecto    Universal Deportes      El técnico del América reconoce que los últimos 15 minutos del partido no fueron por completo para las Águilas                   José Antonio García fue quien le dio la oportunidad de ser técnico y descubrió en Herrera un entrenador preparado y campeón que evolucionó.  Comenzó con Atlante, se fue a Monterrey, perdió dos finales, descendió con Veracruz, experimentó con Tecos, volvió al Potro y de ahí saltó al América donde fue campeón en aquella dramática final de 2013 ante Cruz Azul.       ¡Recibiendo un año más de vida! pic.twitter.com/57gJSb2e7u   — Miguel Herrera (@MiguelHerreraDT) 18 de marzo de 2019    Ese campeonato lo catapultó a la Selección, la clasificó de rebote e hizo un buen Mundial en Brasil 2014. Pudo continuar pero su carácter lo volvió a traicionar, agredió a un comentarista y tuvo que empezar de nuevo.  Lo hizo y volvió a la palestra. Otra vez campeón con América, el 'Piojo' iracundo, güero, chaparro y saltarín, está de vuelta. Y ya tiene 51 años de edad.         ¡Feliz cumpleaños Míster!  Mándale tu felicitación a @MiguelHerreraDT : pic.twitter.com/x3Y7bJaUK9   — Club América (@ClubAmerica) 18 de marzo de 2019      ",El 'Piojo' Herrera festeja en el mejor momento de su carrera,http://www.eluniversal.com.mx/universal-deportes/futbol/el-piojo-herrera-festeja-en-el-mejor-momento-de-su-carrera,web-scraper-async\eluniversal,www.eluniversal.com.mx,5,143
3487488b5b28209287eae726a773496e,"La socialité Paris Hilton deslumbró en la inauguración de una tienda en Beverly Hills en compañía de su madre Kathy y su hermana Nicky.   La empresaria de 39 años de edad acudió al establecimiento ataviada en un vestido largo color blanco, con estampado de leopardo brillante y escote profundo, con un estilo retro gracias al detalle de hombreras voluminosas.   Paris complementó su atuendo con unas zapatillas beige, un clutch plateado con una flor gigante al frente y un par de pendientes de diamante.    Foto: AFP  Por su parte, la diseñadora Nicky Hilton, de 35 años, utilizó un minivestido negro con detalles de agujeta  y su madre Kathy Hilton, de 60 años, con un vestido negro con bordes de encaje y un blazer largo del mismo tono.   La familia Hilton posó para los fotógrafos que se encontraban a la entrada de la nueva tienda de MCM y luego disfrutaron del evento en una de las zonas más exclusivas de California.     Taylor Swift deslumbra con jumpsuit iridiscente en alfombra   Kim Kardashian cautiva con falda de raja en Santa Mónica     Al lugar también asistió la actriz Bella Thorne con su novio, el rapero Mod Sun, y por la entrada también desfiló LL Cool J, Skai Jackson, Anne Winters, Draya Michele y Malika Haqq, la mejor amiga de Khloé Kardashian.     Foto: AP  La celebridad causó preocupación entre sus fanáticos por el comentario que le realizó su padre Rick Hilton en una publicación de Instagram, en la que recordaba su éxito de 2006, Stars are Blind.   “Paris, es muy importante que llames al celular de tu padre. No te podemos localizar en ninguna de tus líneas”, escribió el empresario de 63 años.                               Ver esta publicación en Instagram                                                         Una publicación compartida de Paris Hilton (@parishilton) el 7 Mar, 2019 a las 8:23 PST           Los seguidores de la DJ le pidieron que llamara a su papá y desearon que ambos estuvieran bien.   Mira en la galería de arriba los mejores looks de Paris Hilton.   Checa aquí más información y fotos sobre otras famosas:     Elizabeth Hurley impacta con traje de baño azul   Hailey Bieber destila glamour con tendencia 'sin pantalón' en NY  Kylie Jenner presume silueta curvilínea con vestido strapless    Jennifer López conquista con bikini en su “viaje de compromiso”  Kendall Jenner arrasa con bikini y vestido braless en Instagram  Ariana Grande deslumbra con minifalda en calles de Nueva York  Angelina Jolie cautiva con vestido ‘angelical’ en premier de Dumbo    ",paris hilton luce vestido de escote profundo en beverly hills,http://www.viveusa.mx/showbiz/paris-hilton-luce-vestido-de-escote-profundo-en-beverly-hills,web-scraper-async\eluniversal,www.viveusa.mx,8,233
1a07d5d428566df6a13299abeb6e42cf,"  Esta tarde Jesús Ramírez Cuevas, Coordinador General de Comunicación Social y Vocero del Gobierno de la República, señaló que en cuanto Sanjuana Martínez asuma el cargo como directora de Notimex, atenderá la grave situación financiera por la que pasa la agencia del Estado.  ""[email protected] está en una grave situación financiera. @SanjuanaMtz atenderá su situación en cuanto asuma la dirección, respetando los derechos de los trabajadores haciendo cumplir el mandato constitucional de tener una agencia de Estado comprometida con el derecho a la información"" escribió en su cuenta de Twitter, Ramírez Cuevas.       . @Notimex está en una grave situación financiera. @SanjuanaMtz atenderá su situación en cuanto asuma la dirección, respetando los derechos de los trabajadores haciendo cumplir el mandato constitucional de tener una agencia de Estado comprometida con el derecho a la información   — Jesús Ramírez Cuevas (@JesusRCuevas) 18 de marzo de 2019    Lo anterior en respuesta a una carta dirigida a presidente Andrés Manuel López Obrador, en la que corresponsales de la Agencia de Noticias del Estado Mexicano denuncian la suspensión del pago de sus salarios desde enero.  Más tarde la próxima directora de la agencia citó el mensaje del vocero del Gobierno Federal.       Sobre la carta de 20 corresponsales y su relación laboral con @Notimex  https://t.co/SgoXa7BRUr   — Sanjuana Martínez (@SanjuanaMtz) 18 de marzo de 2019   rmlgv   ","Notimex en grave situación financiera, señala Vocero de Presidencia",http://www.eluniversal.com.mx/nacion/sociedad/notimex-en-grave-situacion-financiera-senala-vocero-de-presidencia,web-scraper-async\eluniversal,www.eluniversal.com.mx,7,118
28360e153e373af00bf5ec8ad6ac3a2c,"  [email protected]    Un juego con pelotas Rawling, el siguiente con Franklin, algunos con ambas... los jugadores de la Liga Mexicana de Beisbol mantienen la incertidumbre respecto a las características de la nueva esférica y la adaptación —ya en competencia— todavía no es posible, debido a que aún se emplean bolas del año anterior en encuentros de preparación.    “No sabría decir por qué jugamos con la Rawlings estos días. En los entrenamientos también hemos variado entre esa y la nueva [Franklin]”, confesó a EL UNIVERSAL Deportes el lanzador Nathanael Santiago, antes de que su equipo venciera a Pericos de Puebla en el último duelo    que el Fray Nano albergó como casa de Diablos.      Artículo      Diablos se despide del Fray Nano con triunfo    Universal Deportes      Los Diablos Rojos se fueron arriba desde el cierre de la primera entrada con fly de sacrificio de Adonis García                 El outfielder Iván Terrazas aseguró que no siente “gran diferencia” entre ambas bolas, y cree que “cambiar a un nuevo nombre es más una cuestión mental, pasa por lo psicológico”.    A su vez, el coach de primera base de los Pingos, Ramón Esquer, declaró que “toda la gente necesita adaptarse a la nueva pelota, es paulatino. Se va a terminar de usar la Rawling, todavía tenemos muchas […] En el día a día ha parecido que la Franklin es más viva, habrá más cuadrangulares”.    La campaña 2019 está a 18 días de arrancar y los equipos no se han adaptado a la nueva pelota.      Artículo      La LMB guarda las nuevas pelotas para “acabarse”  las viejitas    Universal Deportes      Equipos del circuito han preferido entrenar y jugar con la anterior porque quieren “acabarse el arsenal”               ",Preven más HR’s con nueva bola en la LMB,http://www.eluniversal.com.mx/universal-deportes/beisbol/preven-mas-hrs-con-nueva-bola-en-la-lmb,web-scraper-async\eluniversal,www.eluniversal.com.mx,6,141
0955899d7300546af804caba6e521aaa,"María Elena Velasco, mejor conocida como “La India María”, falleció el 1 de mayo de 2015, a los 74 años de edad, víctima de cáncer de estómago, de acuerdo con información de El Universal.   La actriz fue famosa por interpretar el personaje de una mujer indígena y divertida en un total de 21 largometrajes y una serie llamada ¡Ay María, qué puntería!  El cáncer de estómago es una de los padecimientos intestinales más frecuentes en el país pero, a pesar de ello, gran parte de los diagnósticos ocurren en etapa avanzada, cuando los tratamientos ya no resultan efectivos.  Así lo explica el estudio “Cáncer Gástrico”, de Juan Carlos Arana Reyes y Antonio Corona Bautista, realizado por la Facultad de Medicina de la Universidad Nacional Autónoma de México.  El principal factor de riesgo para desarrollar un cáncer gástrico es la mala alimentación.  “Una dieta de alto riesgo es la que contiene escasa cantidad de grasas y proteínas animales, alta cantidad de carbohidratos complejos, cereales en granos y tubérculos, pocos vegetales de hoja y frutas frescas (sobre todo cítricos), abundante sal, así como el consumo de tabaco y alcohol en exceso”, señala el artículo.  Algunos otros factores de riesgo para desarrollar este tipo de cáncer son la anemia perniciosa, la realización de cirugía gástrica por padecimientos benignos (debido a las cicatrices que se forman en los bordes del tejido), la gastritis crónica y cualquier otra  patología que incremente la acidez en el estómago.  El estudio también señala que son pocas las veces en que una úlcera estomacal deriva en este tipo de cáncer.   Los síntomas más frecuentes son: dolor, indigestión, pérdida de peso, poco apetito, náusea, vómito, sangre en las heces fecales, entre otros.  “La India María” fue un personaje basado en las indígenas mazahuas, decía venir de San José de los Burros y además de ser humilde y sonriente, su principal característica siempre fue la honestidad.   Su personaje es considerado parte de la cultura popular mexicana y su última película fue La Hija de Moctezuma.        ",de que murio la india maria,http://www.elbotiquin.mx/medicina-general/de-que-murio-la-india-maria,web-scraper-async\eluniversal,www.elbotiquin.mx,3,179
8f9791f2d85b16339c9bd33e056fb84a,"Asociaciones civiles que contribuyen de manera importante con el trabajo que realiza el estado corren el riesgo de reducir significativamente sus servicios e incluso desaparecer ante el recorte de recursos que el gobierno federal pretende aplicar a dichas organizaciones, reveló Andrés Costilla Castro, titular de “Amigos Potosinos en la Lucha contra el Sida A.C”.  Costilla Castro afirmó que el gobierno de Andrés Manuel López Obrador maneja un doble discurso en el cual se destaca la política de inclusión, sin embargo, para las asociaciones civiles que representan un vínculo y un trabajo para ayudar a diversos sectores de la población no reciben el recurso necesario para poder ejecutar estas acciones de beneficio.  Ejemplificó que “Amigos Potosinos en la lucha contra el Sida” no ha recibido en lo que va de este 2019 ningún recurso y tuvo que reducir a la mitad la prestación de sus servicios para la detección de enfermedades de transmisión sexual como el sida y sífilis, ya que no cuenta con el recurso para pagar al personal que realiza estas tareas.        Artículo      Refugio “Otra Oportunidad A.C.”, un nuevo principio sin violencia       Nuestras Historias      Para Ángeles Mastretta, un refugio “es el lugar de un nuevo principio, la estación de llegada para sentirse otra vez ella misma. Fuerte y confiada”. Estos espacios han entrado en la incertidumbre y temen que su operatividad se vea afectada por las decisiones del gobierno federal.                 Agregó que la asociación aporta el 17.9 por ciento del total de las detecciones que el estado realiza en todo el año, por ello lamentó que se aplique un recorte al presupuesto y en consecuencia una afectación a estas asociaciones.  Finalmente, apuntó que no por el hecho de que algunas de estas asociaciones hayan malversado los recursos, no quiere decir que todas se manejen en la misma línea, por lo que urgió a la administración estatal a que tome cartas en el asunto e intervenga para que los recursos no se frenen.  [email protected]  ","En ""jaque"" asociaciones civiles por falta de recursos",http://sanluis.eluniversal.com.mx/sociedad/15-03-2019/en-jaque-asociaciones-civiles-por-falta-de-recursos,web-scraper-async\eluniversal,sanluis.eluniversal.com.mx,5,156
